analysis_set,analysis_tier,cohort,wave,n,n_classes,reference_bic,reference_entropy_separation,reference_mean_max_posterior,replicate_id,resample_design,adjusted_rand_index_vs_reference,mean_centroid_distance_vs_reference,max_centroid_distance_vs_reference,aligned_component_order,replicate_min_class_pct_on_full_data,replicate_entropy_separation_on_full_data,replicate_converged,skip_reason,source_note
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,19,nonparametric_bootstrap,0.7362,0.6833,1.3204,"1,2,4,3,5",1.88,0.8701,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,20,nonparametric_bootstrap,0.7412,0.4976,1.0702,"1,2,3,4,5",1.72,0.912,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,21,nonparametric_bootstrap,0.7551,0.9278,3.2823,"1,2,3,4,5",0.36,0.8842,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,22,nonparametric_bootstrap,0.7388,0.4846,1.0521,"1,2,3,4,5",1.72,0.9116,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,23,nonparametric_bootstrap,0.7107,0.6387,1.7762,"1,2,3,4,5",5.64,0.8739,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,24,nonparametric_bootstrap,0.8416,0.5895,2.2879,"1,2,3,4,5",7.0,0.9616,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,25,nonparametric_bootstrap,0.9997,0.0498,0.0638,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,26,nonparametric_bootstrap,0.3425,1.1177,1.6975,"1,2,3,4,5",1.47,0.9902,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,27,nonparametric_bootstrap,1.0,0.0462,0.0943,"1,2,3,4,5",8.99,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,28,nonparametric_bootstrap,0.3327,0.7218,1.2959,"1,2,3,4,5",4.51,0.8747,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,29,nonparametric_bootstrap,0.9997,0.065,0.0909,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,30,nonparametric_bootstrap,0.8249,0.4676,0.904,"1,2,4,3,5",7.45,0.9836,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,31,nonparametric_bootstrap,0.8817,0.7334,3.0546,"1,2,3,4,5",0.88,0.9959,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,32,nonparametric_bootstrap,0.851,0.8041,2.2002,"1,2,3,5,4",0.36,0.998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,33,nonparametric_bootstrap,0.745,0.7381,2.4914,"1,2,3,4,5",3.88,0.936,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,34,nonparametric_bootstrap,0.9997,0.0566,0.1209,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,35,nonparametric_bootstrap,0.9997,0.0516,0.0781,"1,2,3,4,5",8.96,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,36,nonparametric_bootstrap,0.3454,1.1817,2.2249,"3,1,2,4,5",1.98,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,37,nonparametric_bootstrap,0.8858,0.8759,3.864,"1,2,3,5,4",0.03,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,38,nonparametric_bootstrap,0.8696,0.6038,2.5623,"1,2,3,4,5",3.95,0.9692,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,39,nonparametric_bootstrap,0.3071,1.2353,2.3056,"2,1,3,4,5",3.36,0.9445,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,40,nonparametric_bootstrap,0.8481,0.6107,2.444,"1,2,3,4,5",6.24,0.9658,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,41,nonparametric_bootstrap,0.2459,1.3338,2.7269,"2,1,3,4,5",2.15,0.9069,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,42,nonparametric_bootstrap,0.8253,0.5034,0.9023,"1,2,4,3,5",7.45,0.9828,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,43,nonparametric_bootstrap,0.8374,0.6058,2.2629,"1,2,3,4,5",7.26,0.9601,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,44,nonparametric_bootstrap,1.0,0.0418,0.0936,"1,2,3,4,5",8.99,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,45,nonparametric_bootstrap,0.8737,0.4607,1.728,"1,2,4,3,5",3.88,0.9993,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,46,nonparametric_bootstrap,0.8737,0.4721,1.7998,"1,2,3,4,5",3.88,0.9993,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,47,nonparametric_bootstrap,0.7408,0.4735,1.0467,"1,2,3,4,5",1.72,0.9207,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,48,nonparametric_bootstrap,0.8085,0.373,1.0597,"1,2,4,3,5",3.88,0.9813,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,49,nonparametric_bootstrap,0.7939,0.5585,1.0692,"1,2,4,3,5",7.45,0.9798,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,50,nonparametric_bootstrap,0.8244,0.5054,0.96,"1,2,4,3,5",7.45,0.9839,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,51,nonparametric_bootstrap,0.8715,0.7731,2.5321,"1,2,3,4,5",5.34,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,52,nonparametric_bootstrap,0.8921,0.161,0.4932,"1,2,4,3,5",3.88,0.9986,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,53,nonparametric_bootstrap,0.9997,0.0522,0.0696,"1,2,3,4,5",8.96,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,54,nonparametric_bootstrap,0.8278,0.4117,0.9003,"1,2,4,3,5",7.29,0.9594,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,55,nonparametric_bootstrap,0.8476,0.5853,2.3459,"1,2,3,4,5",6.32,0.9653,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,56,nonparametric_bootstrap,0.8732,0.6067,1.1208,"1,3,4,2,5",4.36,0.9842,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,57,nonparametric_bootstrap,0.8849,0.6485,2.7434,"1,2,3,5,4",0.18,0.9988,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,58,nonparametric_bootstrap,0.2821,1.2784,2.3931,"1,2,3,5,4",5.96,0.8298,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,59,nonparametric_bootstrap,0.8503,0.646,1.1291,"1,2,4,3,5",5.82,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,60,nonparametric_bootstrap,0.8691,0.3464,0.9253,"1,2,4,3,5",5.9,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,61,nonparametric_bootstrap,0.8919,0.2118,0.5145,"1,2,4,3,5",3.88,0.9989,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,62,nonparametric_bootstrap,0.7953,0.5708,1.0361,"1,2,4,3,5",7.45,0.9806,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,63,nonparametric_bootstrap,0.7798,0.7544,2.7849,"1,2,3,4,5",2.36,0.9543,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,64,nonparametric_bootstrap,0.9997,0.062,0.1203,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,65,nonparametric_bootstrap,0.8502,0.6545,1.1045,"1,2,4,3,5",5.83,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,66,nonparametric_bootstrap,0.8804,0.5358,2.1082,"1,2,3,4,5",1.15,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,67,nonparametric_bootstrap,0.3457,1.1006,1.6849,"1,2,3,4,5",0.62,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,68,nonparametric_bootstrap,0.8398,0.3651,0.9103,"1,2,4,3,5",3.88,0.9824,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,69,nonparametric_bootstrap,0.8503,0.6498,1.1281,"1,2,4,3,5",5.82,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,70,nonparametric_bootstrap,1.0,0.0452,0.0857,"1,2,3,4,5",8.99,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,71,nonparametric_bootstrap,0.7335,0.7962,2.0602,"1,2,3,4,5",3.87,0.9202,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,72,nonparametric_bootstrap,0.9997,0.0627,0.1327,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,73,nonparametric_bootstrap,0.8253,0.5364,0.9766,"1,2,4,3,5",7.45,0.9836,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,74,nonparametric_bootstrap,0.8362,0.5943,2.2191,"1,2,3,4,5",7.27,0.9577,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,75,nonparametric_bootstrap,0.8858,1.7774,8.2946,"1,2,3,5,4",0.03,0.9995,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,76,nonparametric_bootstrap,0.7372,0.7709,1.8925,"1,2,4,3,5",3.87,0.9243,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,77,nonparametric_bootstrap,1.0,0.0419,0.0569,"1,2,3,4,5",8.99,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,78,nonparametric_bootstrap,0.2431,1.0726,1.8508,"2,1,3,4,5",1.72,0.9097,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,79,nonparametric_bootstrap,0.8249,0.4851,0.8518,"1,2,4,3,5",7.44,0.9837,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,80,nonparametric_bootstrap,0.8431,0.6165,2.4654,"1,2,3,4,5",6.8,0.9677,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,81,nonparametric_bootstrap,0.8921,0.1591,0.5327,"1,2,3,4,5",3.88,0.9992,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,82,nonparametric_bootstrap,0.8224,0.5246,0.9661,"1,2,4,3,5",7.45,0.9823,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,83,nonparametric_bootstrap,0.7938,0.366,1.0749,"1,2,3,4,5",1.72,0.9557,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,84,nonparametric_bootstrap,1.0,0.0367,0.0587,"1,2,3,4,5",8.99,0.9997,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,85,nonparametric_bootstrap,0.7883,0.5199,1.4704,"1,2,3,4,5",0.46,0.9517,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,86,nonparametric_bootstrap,0.8715,0.8058,2.5402,"1,2,3,4,5",5.36,0.9996,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,87,nonparametric_bootstrap,0.8334,0.4123,0.9576,"1,2,4,3,5",7.44,0.9984,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,88,nonparametric_bootstrap,0.2911,1.0203,1.4778,"1,3,2,4,5",6.52,0.8332,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,89,nonparametric_bootstrap,0.8053,0.5031,1.0798,"1,2,4,3,5",6.37,0.9608,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,90,nonparametric_bootstrap,0.8372,0.5982,2.3158,"1,2,3,4,5",7.29,0.966,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,91,nonparametric_bootstrap,0.2796,1.234,1.7397,"2,1,4,3,5",5.91,0.8193,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,92,nonparametric_bootstrap,0.3466,1.5022,3.211,"3,1,2,4,5",0.9,0.9999,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,93,nonparametric_bootstrap,0.9997,0.0462,0.075,"1,2,3,4,5",8.96,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,94,nonparametric_bootstrap,0.7762,0.7651,2.7548,"1,2,3,5,4",3.7,0.9524,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,95,nonparametric_bootstrap,0.8438,0.5936,2.2899,"1,2,3,4,5",6.77,0.9576,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,96,nonparametric_bootstrap,0.7975,0.3362,1.0996,"1,2,3,4,5",2.42,0.954,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,97,nonparametric_bootstrap,0.7939,0.3811,1.1848,"1,2,3,4,5",1.75,0.9593,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,98,nonparametric_bootstrap,1.0,0.0449,0.1052,"1,2,3,4,5",8.99,0.9998,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,99,nonparametric_bootstrap,0.8737,0.479,1.8151,"1,2,3,4,5",3.88,0.9993,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,100,nonparametric_bootstrap,0.8377,0.5716,2.3215,"1,2,3,4,5",7.26,0.9617,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,101,nonparametric_bootstrap,0.8453,0.5971,2.317,"1,2,3,4,5",6.59,0.96,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,102,nonparametric_bootstrap,0.8444,0.621,2.4604,"1,2,3,4,5",6.6,0.9694,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
strict_earliest_primary,strict_primary,ELSA,1,6104,5,-58676.83,0.9998,1.0,103,nonparametric_bootstrap,0.3453,1.2413,2.4831,"3,1,2,4,5",2.2,0.9871,1,,Extended nonparametric bootstrap refits from original complete-domain rows.
